740765984.58,746467598.51,736205507.99,744528297.43,740494140.81
740883679.09,746382834.96,736367306.24,744735659.68,740349850.43
742323418.22,749242300.51,737523370.25,744051551.51,741988555.01
741674854.75,749230140.74,737223041.19,748147551.88,741464453.9
742042273.67,748405588.4,737606667.59,745401621.07,741717172.14
740906902.01,748326960.88,736594780.82,745577196.64,740374090.26
741438437.9,749221012.68,737040955.59,745607008.47,741486949.63
740506644.45,747101686.16,736829848.9,744192685.93,739867083.89
741019856.47,748140747.83,736019804.65,744761189.97,740142290.74
741401986.21,748536383.62,736893593.5,747018939.88,741127209.36
740786550.51,747582274.07,736613460.41,744754442.1,740358890.32
741182199.83,746497649.25,736430441.8,746561175.76,740747956.0
741216996.02,746475962.23,736298947.0,744887370.73,740405531.75
742650254.94,750379519.94,738237225.98,746598017.36,742257615.13
741728597.53,747263602.89,737282594.22,745415698.24,741387933.0
741287517.77,748451952.73,736651044.53,744993628.78,740815931.4
740905674.07,748194945.28,736767321.7,744337921.53,740558348.85
740734428.17,749139003.07,737458156.1,745449183.44,741207277.93
740933022.17,748300302.48,736847406.22,746910508.55,740844000.45
741867981.8,747685970.08,737650034.81,745663134.87,741479295.9
